time,china,asia-east,asia,europe,europe-west,europe-north,europe-east,north-america,us,us-east,us-west,singapore,ukraine,russia,canada,sweden,japan,taiwan,germany,south korea,others,total
2015-09-16,0,0.000774011299435028,0.0591875168146355,0.106334409470003,0.231816384180791,0,0.13235593220339,0.0220593220338983,0.0627871939736347,0,0,0,0,0.00575060532687651,0,0,0,0,0,0,0.378934624697337,4956
2015-09-17,0,0.000794093178036606,0.0569883527454243,0.10432612312812,0.230651622296173,0,0.131751663893511,0.0219939683860233,0.0603993344425957,0,0,0,0,0.00811148086522463,0,0,0,0,0,0,0.384983361064892,4808
2015-09-20,0,0.00128859566446748,0.0656613257932768,0.115109016650958,0.234111592836946,0,0.134951178133836,0.0232395852968897,0.0693710336160855,0,0,0,0,0.00678605089538172,0,0,0,0,0,0,0.349481621112158,5305
2015-09-29,0,0.00261120689655172,0.0760057471264368,0.129186781609195,0.1968375,0,0.117337068965517,0.0224383620689655,0.0799367816091954,0,0,0,0,0.00797413793103448,0,0,0,0,0,0,0.367672413793103,4640
2015-09-30,0,0.00268152196762666,0.0820545161516362,0.136420713334735,0.1863342442716,0,0.111607315535001,0.0216388480134539,0.0860234041062294,0,0,0,0,0.00872398570527644,0.000210216523018709,0,0,0,0,0,0.364305234391423,4757
2016-05-17,0,0.11045547517875,0.0616910997639049,0.146906056113765,0.258480630882871,0,0.196052827422948,0.0732914157165516,0.0501740515016746,0,0,0,0.0107066381156317,0.00049415252841377,0,0,0,0,0,0,0.09174765277549,6071
2016-05-20,0,0.110048612477468,0.0711379824416101,0.143210203743581,0.253864395336319,0,0.193183085921864,0.0721899755040388,0.0538313731986086,0,0,0,0.0104356468444592,0,0,0,0,0,0,0,0.0920987245320523,6037
2016-05-21,0,0.112428119948936,0.0675093351167586,0.141570528897063,0.256922497833215,0,0.195083785634195,0.0729172100262219,0.0519132809452154,0,0,0,0.00953017889984952,0.000167196121049992,0,0,0,0,0,0,0.0919578665774954,5981
2016-07-01,0.000816060062020565,0.130847671995053,0.0751645721125075,0.189243240302486,0.176755824720408,0,0.136501790522192,0.0533649265700841,0.13138131766498,0,0,0,0.00685490452097274,0.000163212012404113,0,0,0.00212175616125347,0,0,0,0.096784723355639,6127
2016-07-02,0.000999500249875062,0.131108729185191,0.0776056416236326,0.189849519684602,0.17347113888943,0,0.134801090796593,0.0532060809422129,0.132011771891832,0,0,0,0.00832916874895886,0.000499750124937531,0,0,0.00166583374979177,0,0,0,0.0964517741129435,6003
2016-07-03,0.00115798180314309,0.132912931568018,0.0785993934381031,0.191148607664737,0.17698703546247,0,0.136906036891149,0.0537729869799349,0.125123793768955,0,0,0,0.00645161290322581,0.000992555831265509,0,0,0.0021505376344086,0,0,0,0.0937965260545906,6045
2016-07-04,0.000659304433822318,0.133752790311716,0.0895752980605462,0.200008790725784,0.17368209720064,0,0.135582368842629,0.0539334606385867,0.118195703532773,0,0,0,0.00725234877204549,0.000659304433822318,0,0,0.00280204384374485,0,0,0,0.0838964892038899,6067
2016-07-05,0.00117666834762145,0.128234883287833,0.097364262901328,0.207671877626492,0.170969071439571,0,0.132420914268116,0.0521539173551276,0.113017313834258,0,0,0,0.00672381912926542,0.000840477391158178,0,0,0.00134476382585308,0,0,0,0.088082030593377,5949
2016-07-06,0.000985545335085414,0.138489558568895,0.0947985107314937,0.192584318878668,0.170332146992298,0,0.132815842829969,0.0532704673775633,0.107328077091546,0,0,0,0.00886990801576873,0.00114980289093298,0,0,0.00229960578186597,0,0,0,0.0970762155059133,6088
2016-07-07,0.000662690523525514,0.135820585147126,0.101156394963552,0.185778661365143,0.171130197171947,0,0.133688191199126,0.0533968117700722,0.114489728296885,0,0,0,0.00811795891318754,0.000497017892644135,0,0,0.00149105367793241,0,0,0,0.0937707090788602,6036
2015-08-27,0,0.000632115548003399,0.0704474653072784,0.0791560464457661,0.189318606627018,0,0.108091758708581,0.0180152931180969,0.0704474653072784,0,0,0,0,0.00870858113848768,0,0,0,0,0,0,0.45518266779949,4708
